id;Time;Post1;Post2;Difference;Frequency;Amplitude;Duration
2286389;1571816925389;2;1;21938.81;9356.99;15.14;3.42
2286417;1571816925461;4;1;16624.52;9357.03;0.33;2.16
2286459;1571816925557;4;1;16273.76;9357.01;1.70;5.07
2286461;1571816925557;4;1;16447.64;9357.03;0.97;4.60
2286473;1571816925569;4;2;-5412.44;9356.98;6.52;5.53
2286474;1571816925569;4;1;16297.74;9356.98;6.52;5.53
2286475;1571816925569;2;1;21576.06;9356.98;18.80;5.45
2286482;1571816925569;4;2;-5340.49;9356.93;3.64;5.15
2286483;1571816925569;4;1;16366.69;9356.93;3.64;5.15
2286484;1571816925569;2;1;21573.06;9356.97;19.36;5.51
2286488;1571816925581;4;2;-5997.04;9356.99;6.83;5.55
2286489;1571816925581;4;1;16300.74;9356.99;6.83;5.55
2286490;1571816925581;2;1;22163.65;9357.07;14.21;2.60
2286494;1571816925581;4;2;-5514.37;9356.98;7.72;5.57
2286495;1571816925581;4;1;16303.74;9356.98;7.72;5.57
2286496;1571816925581;2;1;21683.98;9357.07;14.68;4.45
2286527;1571816925653;4;1;16279.75;9356.62;10.25;5.83
2286534;1571816925653;4;1;16294.74;9356.56;9.93;5.86
2286541;1571816925665;4;2;-5406.45;9356.98;6.36;5.48
2286542;1571816925665;4;1;16315.73;9356.98;6.36;5.48
2286543;1571816925665;2;1;21588.05;9357.03;17.89;5.38
2286554;1571816925665;4;2;-5409.44;9356.93;6.36;5.59
2286555;1571816925665;4;1;16306.74;9356.93;6.36;5.59
2286556;1571816925665;2;1;21582.06;9356.87;16.81;5.42
2286560;1571816925677;4;1;16306.74;9356.95;8.83;5.60
2286561;1571816925677;4;1;16300.74;9356.91;9.25;5.60
2286598;1571816925749;4;1;16297.74;9356.65;9.19;5.81
2286610;1571816925749;4;1;16222.79;9356.71;8.58;5.76
2286616;1571816925761;4;2;-5400.45;9356.96;5.11;5.45
2286617;1571816925761;4;2;-5394.45;9356.95;5.48;5.41
2286630;1571816925773;4;1;16300.74;9356.85;7.92;5.62
2286662;1571816925833;4;1;16327.72;9357.02;1.87;5.16
2286668;1571816925845;4;2;-5412.44;9356.98;5.40;5.39
2286669;1571816925845;4;1;16315.73;9356.98;5.40;5.39
2286670;1571816925845;2;1;21594.05;9357.00;1.70;5.26
2286671;1571816925857;4;2;-5385.46;9357.02;4.51;5.35
2286672;1571816925857;4;1;16312.73;9357.02;4.51;5.35
2286673;1571816925857;2;1;21564.07;9356.84;23.42;5.69
2286682;1571816925857;4;2;-5391.46;9356.98;5.48;5.44
2286683;1571816925857;4;1;16309.73;9356.98;5.48;5.44
2286684;1571816925857;2;1;21567.07;9356.85;22.84;5.70
2286695;1571816925869;4;2;-5427.43;9356.90;5.31;5.54
2286696;1571816925869;4;1;16306.74;9356.90;5.31;5.54
2286697;1571816925869;2;1;21600.04;9357.06;15.42;4.94
2286710;1571816925869;4;2;-5580.33;9357.03;3.12;5.33
2286711;1571816925869;4;1;16312.73;9357.03;3.12;5.33
2286712;1571816925869;2;1;21758.93;9357.03;14.84;4.72
2286749;1571816925929;4;1;17140.16;9356.98;0.17;1.69
2286752;1571816925941;4;1;16303.74;9356.86;5.94;5.59
2286757;1571816925941;4;1;16303.74;9356.77;6.68;5.72
2286760;1571816925953;4;2;-5829.15;9356.98;3.64;5.50
2286761;1571816925953;4;1;16312.73;9356.98;3.64;5.50
2286762;1571816925953;2;1;22007.76;9357.00;14.21;3.08
2286763;1571816925953;4;1;16339.71;9357.00;2.28;5.36
2286767;1571816925965;4;1;16309.73;9356.98;2.50;5.28
2286775;1571816925965;4;1;16303.74;9356.91;4.12;5.60
2286795;1571816926025;4;1;16309.73;9357.02;2.67;5.16
2286796;1571816926025;4;1;16495.61;9357.00;1.44;4.10
2286797;1571816926037;4;1;16309.73;9356.97;3.35;5.34
2286798;1571816926037;4;1;16387.68;9357.01;0.97;4.29
2286810;1571816926049;4;1;16405.67;9357.00;0.81;4.63
2286811;1571816926049;4;1;16297.74;9357.00;2.11;5.20
2286815;1571816926061;4;1;16315.73;9357.02;1.97;5.21
2286851;1571816926133;4;1;16300.74;9356.99;2.63;5.37
2286856;1571816926145;4;2;-5433.43;9356.92;5.67;5.52
2286857;1571816926145;4;1;16297.74;9356.92;5.67;5.52
2286858;1571816926145;2;1;21597.04;9357.01;16.85;5.14
2286862;1571816926145;4;2;-5397.45;9356.96;6.28;5.48
2286863;1571816926145;4;1;16297.74;9356.96;6.28;5.48
2286864;1571816926145;2;1;21561.07;9356.93;17.21;5.51
2286865;1571816926157;4;2;-5409.44;9356.91;7.86;5.57
2286866;1571816926157;4;1;16294.74;9356.91;7.86;5.57
2286867;1571816926157;2;1;21570.06;9356.98;16.10;5.35
2286872;1571816926157;4;2;-5406.45;9356.90;6.99;5.58
2286873;1571816926157;4;1;16294.74;9356.90;6.99;5.58
2286874;1571816926157;2;1;21567.07;9356.99;16.61;5.32
2286923;1571816926253;2;1;22037.74;9357.00;14.37;3.12
2286958;1571816926325;2;1;21567.07;9357.02;14.68;4.65
2286971;1571816926325;2;1;21615.03;9357.04;15.70;4.98
2286972;1571816926337;4;2;-5346.49;9357.03;2.92;5.04
2286973;1571816926337;4;1;16327.72;9357.03;2.92;5.04
2286974;1571816926337;2;1;21540.08;9356.99;25.43;5.41
2286982;1571816926337;4;2;-5388.46;9356.95;4.61;5.40
2286983;1571816926337;4;1;16285.75;9356.95;4.61;5.40
2286984;1571816926337;2;1;21540.08;9356.99;25.74;5.44
2286994;1571816926349;4;2;-5400.45;9356.85;7.92;5.68
2286995;1571816926349;4;1;16282.75;9356.85;7.92;5.68
2286996;1571816926349;2;1;21549.08;9356.90;19.54;5.59
2287044;1571816926409;4;1;16393.68;9357.03;1.14;4.16
2287045;1571816926421;4;1;16288.75;9356.98;4.33;5.37
2287047;1571816926421;4;1;16288.75;9356.96;4.84;5.41
2287049;1571816926433;4;2;-5376.47;9357.02;3.75;5.33
2287050;1571816926433;4;1;16297.74;9357.02;3.75;5.33
2287051;1571816926433;2;1;21540.08;9356.93;21.16;5.58
2287058;1571816926433;4;2;-5379.46;9356.97;3.41;5.47
2287059;1571816926433;4;1;16291.75;9356.97;3.41;5.47
2287060;1571816926433;2;1;21537.09;9356.84;21.88;5.70
2287066;1571816926445;4;2;-5388.46;9357.02;2.24;5.36
2287067;1571816926445;4;1;16294.74;9357.02;2.24;5.36
2287068;1571816926445;2;1;21549.08;9356.97;18.21;5.39
2287072;1571816926445;4;2;-5268.54;9356.98;0.33;4.28
2287073;1571816926445;4;1;16399.67;9356.98;0.33;4.28
2287074;1571816926445;2;1;21534.09;9356.94;18.00;5.55
2287116;1571816926529;4;2;-5469.40;9357.01;1.84;5.08
2287117;1571816926529;4;1;16288.75;9357.01;1.84;5.08
2287118;1571816926529;2;1;21624.03;9357.01;14.68;4.87
2287123;1571816926529;4;2;-5394.45;9357.00;2.63;5.11
2287124;1571816926529;4;1;16282.75;9357.00;2.63;5.11
2287125;1571816926529;2;1;21543.08;9357.03;15.84;4.95
2287129;1571816926541;4;2;-5397.45;9357.01;3.80;5.37
2287130;1571816926541;4;1;16282.75;9357.01;3.80;5.37
2287131;1571816926541;2;1;21546.08;9356.99;14.37;4.49
2287138;1571816926541;4;2;-5604.31;9356.86;4.44;5.48
2287139;1571816926541;4;1;16276.76;9356.86;4.44;5.48
2287140;1571816926541;2;1;21746.94;9356.99;14.68;4.30
2287178;1571816926625;4;2;-4818.85;9356.95;0.50;1.73
2287179;1571816926625;4;1;16843.36;9356.95;0.50;1.73
2287180;1571816926625;2;1;21528.09;9356.89;18.99;5.57
2287185;1571816926625;4;2;-5370.47;9357.04;1.97;5.11
2287186;1571816926625;4;1;16291.75;9357.04;1.97;5.11
2287187;1571816926625;2;1;21528.09;9356.92;20.05;5.58
2287193;1571816926637;4;2;-5388.46;9356.96;3.00;5.46
2287194;1571816926637;4;1;16282.75;9356.96;3.00;5.46
2287195;1571816926637;2;1;21537.09;9356.98;18.00;5.35
2287198;1571816926637;4;2;-5382.46;9356.98;5.76;5.45
2287199;1571816926637;4;1;16285.75;9356.98;5.76;5.45
2287200;1571816926637;2;1;21534.09;9356.85;18.04;5.49
2287240;1571816926709;4;1;16267.76;9356.93;4.44;5.40
2287242;1571816926709;4;1;16270.76;9356.92;6.60;5.49
2287243;1571816926721;4;2;-5379.46;9356.84;7.00;5.65
2287244;1571816926721;4;1;16270.76;9356.84;7.00;5.65
2287245;1571816926721;2;1;21516.10;9356.80;22.78;5.70
2287247;1571816926721;4;2;-5385.46;9356.85;8.03;5.64
2287248;1571816926721;4;1;16258.77;9356.85;8.03;5.64
2287249;1571816926721;2;1;21510.10;9356.87;23.59;5.65
2287250;1571816926733;4;2;-5391.46;9356.77;10.61;5.72
2287251;1571816926733;4;1;16267.76;9356.77;10.61;5.72
2287252;1571816926733;2;1;21525.09;9356.92;20.93;5.59
2287258;1571816926733;4;2;-5382.46;9356.96;11.74;5.43
2287259;1571816926733;4;1;16276.76;9356.96;11.74;5.43
2287260;1571816926733;2;1;21525.09;9356.95;20.63;5.55
2287299;1571816926805;4;2;-5424.43;9356.69;10.35;5.79
2287303;1571816926817;4;2;-5382.46;9356.93;3.41;5.39
2287304;1571816926817;4;1;16252.77;9356.93;3.41;5.39
2287305;1571816926817;2;1;21501.11;9356.95;25.83;5.49
2287312;1571816926817;4;2;-5382.46;9356.94;6.27;5.53
2287313;1571816926817;4;1;16258.77;9356.94;6.27;5.53
2287314;1571816926817;2;1;21507.11;9356.82;27.56;5.68
2287315;1571816926829;2;1;21516.10;9356.92;27.03;5.69
2287322;1571816926829;2;1;21516.10;9356.79;28.33;5.72
2287331;1571816926865;4;2;-5361.48;9356.98;6.68;5.36
2287332;1571816926865;4;2;-5115.65;9356.96;3.00;4.42
2287335;1571816926889;4;2;-5289.53;9356.99;0.83;4.76
2287336;1571816926889;4;1;16039.92;9356.99;0.83;4.76
2287337;1571816926889;2;1;21195.32;9356.93;6.68;5.56
2287340;1571816926889;4;2;-5379.46;9356.99;4.19;5.21
2287341;1571816926901;4;2;-5379.46;9356.79;15.62;5.69
2287342;1571816926901;4;1;16258.77;9356.79;15.62;5.69
2287343;1571816926901;2;1;21504.11;9356.70;24.43;5.76
2287350;1571816926901;4;2;-5379.46;9356.81;15.59;5.69
2287351;1571816926901;4;1;16255.77;9356.81;15.59;5.69
2287352;1571816926901;2;1;21501.11;9356.75;22.02;5.75
2287353;1571816926913;4;2;-5382.46;9356.72;10.47;5.75
2287354;1571816926913;4;1;16255.77;9356.72;10.47;5.75
2287355;1571816926913;2;1;21504.11;9356.66;29.91;5.78
2287363;1571816926925;2;1;21507.11;9356.99;16.36;5.31
2287380;1571816926949;4;3;-21081.40;9357.09;5.48;4.73
2287386;1571816926949;4;3;-21360.21;9357.04;6.69;5.08
2287394;1571816926985;4;1;16255.77;9356.79;11.69;5.66
2287395;1571816926985;4;1;16255.77;9357.02;11.13;5.32
2287400;1571816926997;4;2;-5373.47;9356.98;17.93;5.45
2287401;1571816926997;4;1;16261.77;9356.98;17.93;5.45
2287402;1571816926997;2;1;21501.11;9357.03;20.78;5.40
2287408;1571816926997;4;2;-5373.47;9356.98;17.74;5.45
2287409;1571816926997;4;1;16264.76;9356.98;17.74;5.45
2287410;1571816926997;2;1;21504.11;9356.88;22.53;5.66
2287411;1571816927009;4;2;-5382.46;9356.96;13.91;5.63
2287412;1571816927009;4;1;16258.77;9356.96;13.91;5.63
2287413;1571816927009;2;1;21507.11;9356.98;32.02;5.53
2287419;1571816927009;4;2;-5379.46;9356.91;13.87;5.61
2287420;1571816927009;4;1;16261.77;9356.91;13.87;5.61
2287421;1571816927009;2;1;21507.11;9356.93;32.87;5.59
2287423;1571816927021;4;2;-5376.47;9356.93;13.81;5.60
2287424;1571816927021;4;1;16261.77;9356.93;13.81;5.60
2287425;1571816927021;2;1;21504.11;9356.82;29.07;5.72
2287430;1571816927021;4;2;-5376.47;9356.96;12.62;5.54
2287431;1571816927021;4;1;16261.77;9356.96;12.62;5.54
2287432;1571816927021;2;1;21504.11;9356.80;29.41;5.71
2287444;1571816927081;4;2;-5382.46;9356.94;5.58;5.58
2287445;1571816927081;4;1;16255.77;9356.94;5.58;5.58
2287446;1571816927081;2;1;21504.11;9356.96;6.02;5.50
2287448;1571816927081;4;2;-5376.47;9356.95;5.20;5.37
2287449;1571816927081;4;1;16261.77;9356.95;5.20;5.37
2287450;1571816927081;2;1;21504.11;9356.93;6.68;5.56
2287451;1571816927093;4;2;-5376.47;9356.87;13.60;5.66
2287452;1571816927093;4;1;16249.78;9356.87;13.60;5.66
2287453;1571816927093;2;1;21492.12;9356.89;28.12;5.63
2287459;1571816927093;4;2;-5376.47;9356.91;13.27;5.64
2287460;1571816927093;4;1;16252.77;9356.91;13.27;5.64
2287461;1571816927093;2;1;21495.12;9356.87;27.63;5.64
2287466;1571816927105;4;2;-5373.47;9356.94;11.73;5.51
2287467;1571816927105;4;1;16258.77;9356.94;11.73;5.51
2287468;1571816927105;2;1;21498.11;9356.89;33.49;5.60
2287476;1571816927105;4;2;-5376.47;9356.93;12.46;5.52
2287477;1571816927105;4;1;16255.77;9356.93;12.46;5.52
2287478;1571816927105;2;1;21498.11;9356.93;32.37;5.51
2287482;1571816927117;4;2;-5385.46;9356.82;14.67;5.71
2287483;1571816927117;4;1;16249.78;9356.82;14.67;5.71
2287484;1571816927117;2;1;21501.11;9356.84;28.49;5.68
2287491;1571816927117;4;2;-5382.46;9356.80;14.98;5.69
2287492;1571816927117;4;1;16249.78;9356.80;14.98;5.69
2287493;1571816927117;2;1;21498.11;9356.88;26.91;5.64
2287503;1571816927141;4;2;-5424.43;9356.95;7.89;5.54
2287504;1571816927141;4;3;-20853.56;9356.95;7.89;5.54
2287505;1571816927141;2;3;-15463.29;9356.89;4.02;5.27
2287511;1571816927141;4;2;-5448.42;9356.86;7.00;6.07
2287512;1571816927141;4;3;-20865.55;9356.86;7.00;6.07
2287513;1571816927141;2;3;-15451.30;9357.02;2.75;5.04
2287514;1571816927153;4;2;-5379.46;9356.88;8.06;5.53
2287515;1571816927153;4;2;-5106.65;9356.89;10.46;4.60
2287516;1571816927153;4;3;-20583.75;9356.89;10.46;4.60
2287517;1571816927153;2;3;-15511.26;9356.95;22.95;5.55
2287526;1571816927177;4;1;16273.76;9356.97;3.75;5.30
2287527;1571816927177;4;1;16249.78;9356.97;8.16;5.48
2287528;1571816927189;4;1;16249.78;9356.91;17.56;5.44
2287532;1571816927189;4;1;16246.78;9356.97;19.86;5.53
2287540;1571816927201;4;2;-5376.47;9356.95;18.65;5.48
2287541;1571816927201;4;1;16249.78;9356.95;18.65;5.48
2287542;1571816927201;2;1;21492.12;9356.96;26.29;5.49
2287546;1571816927201;4;2;-5373.47;9356.93;19.24;5.57
2287547;1571816927201;4;1;16252.77;9356.93;19.24;5.57
2287548;1571816927201;2;1;21492.12;9356.88;27.49;5.63
2287549;1571816927213;2;1;21501.11;9356.83;25.51;5.64
2287554;1571816927213;4;2;-5385.46;9356.85;21.68;5.66
2287555;1571816927213;4;1;16252.77;9356.85;21.68;5.66
2287556;1571816927213;2;1;21504.11;9356.80;24.33;5.56
2287561;1571816927225;4;1;16216.80;9357.01;2.11;4.46
2287565;1571816927225;4;1;16297.74;9356.92;4.08;5.35
2287566;1571816927225;4;3;-20937.50;9356.92;4.08;5.35
2287570;1571816927237;4;1;16261.77;9357.01;7.65;6.00
2287571;1571816927237;4;3;-20829.58;9357.01;7.65;6.00
2287572;1571816927237;4;1;16249.78;9356.90;7.96;6.00
2287573;1571816927237;4;3;-20844.57;9356.90;7.96;6.00
2287578;1571816927249;4;1;16243.78;9356.84;8.52;6.55
2287579;1571816927249;4;3;-21435.16;9356.84;8.52;6.55
2287580;1571816927249;4;1;16261.77;9356.99;3.64;5.41
2287581;1571816927249;4;3;-20838.57;9356.99;3.64;5.41
2287585;1571816927261;4;2;-5856.13;9356.94;4.23;5.48
2287588;1571816927261;4;2;-5778.19;9356.91;6.52;5.55
2287590;1571816927273;4;2;-5382.46;9356.88;19.01;5.62
2287591;1571816927273;4;1;16249.78;9356.88;19.01;5.62
2287592;1571816927273;2;1;21498.11;9356.92;6.99;5.58
2287594;1571816927273;4;2;-5379.46;9356.92;18.79;5.54
2287595;1571816927273;4;1;16255.77;9356.92;18.79;5.54
2287596;1571816927273;2;1;21501.11;9356.93;7.43;5.56
2287602;1571816927285;4;2;-5373.47;9356.94;24.97;5.55
2287603;1571816927285;4;1;16252.77;9356.94;24.97;5.55
2287604;1571816927285;2;1;21492.12;9356.95;27.22;5.54
2287606;1571816927285;4;2;-5373.47;9356.92;24.39;5.52
2287607;1571816927285;4;1;16255.77;9356.92;24.39;5.52
2287608;1571816927285;2;1;21495.12;9356.92;25.30;5.50
2287611;1571816927297;4;2;-5370.47;9356.87;19.98;5.63
2287612;1571816927297;4;1;16246.78;9356.87;19.98;5.63
2287613;1571816927297;2;1;21483.12;9356.65;28.92;5.80
2287616;1571816927297;4;2;-5367.47;9356.87;19.63;5.64
2287617;1571816927297;4;1;16246.78;9356.87;19.63;5.64
2287618;1571816927297;2;1;21480.13;9356.52;24.43;5.88
2287620;1571816927309;4;2;-5427.43;9356.79;20.81;5.67
2287621;1571816927309;4;1;16243.78;9356.79;20.81;5.67
2287622;1571816927309;2;1;21537.09;9357.11;15.84;4.88
2287631;1571816927309;4;1;16243.78;9356.87;20.56;5.61
2287650;1571816927333;4;3;-21797.91;9357.00;7.53;5.36
2287660;1571816927357;4;2;-6170.92;9357.00;0.97;4.62
2287664;1571816927369;4;1;16243.78;9356.59;7.53;5.80
2287665;1571816927369;4;1;16246.78;9356.90;7.53;5.62
2287668;1571816927381;4;2;-5382.46;9356.68;10.30;5.79
2287669;1571816927381;4;1;16240.78;9356.68;10.30;5.79
2287670;1571816927381;2;1;21489.12;9356.95;18.10;5.45
2287671;1571816927381;4;2;-5379.46;9356.64;9.77;5.81
2287672;1571816927381;4;1;16237.78;9356.64;9.77;5.81
2287673;1571816927381;2;1;21483.12;9356.92;18.21;5.41
2287678;1571816927393;4;2;-5364.48;9356.94;7.00;5.46
2287679;1571816927393;4;1;16249.78;9356.94;7.00;5.46
2287680;1571816927393;2;1;21480.13;9356.79;30.48;5.71
2287686;1571816927405;4;2;-5376.47;9356.85;9.14;5.67
2287687;1571816927405;4;1;16243.78;9356.85;9.14;5.67
2287688;1571816927405;2;1;21486.12;9356.79;28.86;5.69
2287695;1571816927405;4;2;-5376.47;9356.84;9.08;5.67
2287696;1571816927405;4;1;16240.78;9356.84;9.08;5.67
2287697;1571816927405;4;3;-19453.53;9356.84;9.08;5.67
2287703;1571816927417;4;1;16465.63;9356.82;3.29;5.35
2287704;1571816927429;4;1;16243.78;9356.91;7.31;5.57
2287705;1571816927429;4;3;-20895.53;9356.91;7.31;5.57
2287706;1571816927429;4;1;16240.78;9356.96;7.23;5.54
2287707;1571816927429;4;3;-20880.54;9356.96;7.23;5.54
2287712;1571816927441;4;2;-5571.33;9356.95;5.67;5.52
2287713;1571816927441;4;1;16237.78;9356.95;5.67;5.52
2287714;1571816927441;4;3;-20868.55;9356.95;5.67;5.52
2287715;1571816927441;4;2;-5682.26;9357.00;8.52;5.46
2287716;1571816927441;4;1;16237.78;9357.00;8.52;5.46
2287717;1571816927441;4;3;-21132.37;9357.00;8.52;5.46
2287724;1571816927465;4;1;16240.78;9356.96;14.29;5.52
2287726;1571816927465;4;1;16240.78;9356.88;12.59;5.61
2287730;1571816927477;4;2;-5379.46;9356.78;14.91;5.71
2287731;1571816927477;4;1;16237.78;9356.78;14.91;5.71
2287732;1571816927477;2;1;21483.12;9356.98;16.49;5.37
2287737;1571816927477;4;2;-5370.47;9356.86;12.29;5.64
2287738;1571816927477;4;1;16240.78;9356.86;12.29;5.64
2287739;1571816927477;2;1;21477.13;9356.97;19.08;5.40
2287743;1571816927489;4;2;-5367.47;9356.81;6.28;5.71
2287744;1571816927489;4;1;16237.78;9356.81;6.28;5.71
2287745;1571816927489;2;1;21471.13;9356.82;28.30;5.70
2287746;1571816927489;4;2;-5358.48;9356.95;6.77;5.44
2287747;1571816927489;4;1;16243.78;9356.95;6.77;5.44
2287748;1571816927489;2;1;21468.13;9356.80;28.23;5.70
2287752;1571816927501;4;2;-5370.47;9356.98;12.00;5.40
2287753;1571816927501;4;1;16246.78;9356.98;12.00;5.40
2287754;1571816927501;2;1;21483.12;9356.77;22.28;5.73
2287755;1571816927501;4;2;-5376.47;9356.91;13.01;5.58
2287756;1571816927501;4;1;16243.78;9356.91;13.01;5.58
2287757;1571816927501;2;1;21486.12;9356.96;20.23;5.48
2287767;1571816927525;4;3;-20847.56;9356.99;5.20;5.35
2287769;1571816927525;4;3;-20850.56;9356.99;4.61;5.23
2287774;1571816927537;4;3;-21929.81;9356.92;4.93;5.42
2287776;1571816927561;4;1;16483.61;9357.01;0.83;4.38
2287777;1571816927573;4;2;-5373.47;9356.96;11.83;5.47
2287778;1571816927573;4;1;16243.78;9356.96;11.83;5.47
2287779;1571816927573;2;1;21483.12;9356.90;18.31;5.41
2287783;1571816927573;4;2;-5370.47;9356.96;12.08;5.48
2287784;1571816927573;4;1;16234.79;9356.96;12.08;5.48
2287785;1571816927573;2;1;21471.13;9356.93;19.62;5.43
2287795;1571816927585;4;2;-5370.47;9356.81;8.03;5.68
2287796;1571816927585;4;1;16225.79;9356.81;8.03;5.68
2287797;1571816927585;2;1;21462.14;9356.83;26.98;5.66
2287802;1571816927585;4;2;-5373.47;9356.82;7.75;5.67
2287803;1571816927585;4;1;16231.79;9356.82;7.75;5.67
2287804;1571816927585;2;1;21471.13;9356.92;25.65;5.55
2287805;1571816927597;4;2;-5385.46;9356.81;9.02;5.72
2287806;1571816927597;4;1;16228.79;9356.81;9.02;5.72
2287807;1571816927597;4;3;-19375.58;9356.81;9.02;5.72
2287812;1571816927597;4;2;-5391.46;9356.70;9.14;5.76
2287813;1571816927597;4;1;16228.79;9356.70;9.14;5.76
2287814;1571816927597;4;3;-19369.59;9356.70;9.14;5.76
2287828;1571816927633;4;2;-5313.51;9357.00;0.17;3.46
2287829;1571816927633;4;3;-20445.84;9357.00;0.17;3.46
2287830;1571816927633;2;3;-15166.50;9356.93;16.10;4.36
2287831;1571816927633;4;2;-5601.31;9356.99;3.46;4.95
2287832;1571816927633;4;1;16210.80;9356.99;3.46;4.95
2287833;1571816927633;4;3;-20712.66;9356.99;3.46;4.95
2287839;1571816927657;4;1;16231.79;9356.93;8.30;5.60
2287840;1571816927657;4;3;-21719.96;9356.93;8.30;5.60
2287842;1571816927657;4;1;16234.79;9356.94;7.60;5.56
2287843;1571816927657;4;3;-21824.89;9356.94;7.60;5.56
2287844;1571816927669;4;2;-5394.45;9356.96;13.38;5.58
2287845;1571816927669;4;1;16234.79;9356.96;13.38;5.58
2287846;1571816927669;2;1;21495.12;9357.02;17.21;5.23
2287847;1571816927669;4;2;-5376.47;9356.90;12.70;5.59
2287848;1571816927669;4;1;16234.79;9356.90;12.70;5.59
2287849;1571816927669;2;1;21477.13;9356.95;16.73;5.45
2287854;1571816927681;4;2;-5373.47;9356.90;7.82;5.61
2287855;1571816927681;4;1;16228.79;9356.90;7.82;5.61
2287856;1571816927681;2;1;21468.13;9356.93;25.48;5.48
2287862;1571816927681;4;2;-5364.48;9356.92;7.89;5.59
2287863;1571816927681;4;1;16225.79;9356.92;7.89;5.59
2287864;1571816927681;2;1;21456.14;9356.65;24.53;5.80
2287865;1571816927693;4;1;16231.79;9356.80;9.71;5.70
2287866;1571816927693;4;3;-19372.59;9356.80;9.71;5.70
2287867;1571816927693;4;1;16219.80;9356.73;9.66;5.78
2287868;1571816927693;4;3;-19375.58;9356.73;9.66;5.78
2287879;1571816927717;4;1;16228.79;9357.00;3.86;5.17
2287880;1571816927717;4;3;-20871.55;9357.00;3.86;5.17
2287881;1571816927729;4;1;16228.79;9356.88;7.58;5.61
2287882;1571816927729;4;3;-20868.55;9356.88;7.58;5.61
2287883;1571816927729;4;1;16240.78;9356.97;11.51;5.68
2287884;1571816927729;4;3;-21042.43;9356.97;11.51;5.68
2287889;1571816927753;4;1;16231.79;9356.96;2.01;4.85
2287895;1571816927765;4;2;-5400.45;9356.86;6.91;5.68
2287896;1571816927765;4;1;16219.80;9356.86;6.91;5.68
2287897;1571816927765;2;1;21486.12;9357.01;15.42;5.01
2287904;1571816927765;4;2;-5466.40;9356.75;8.19;5.72
2287905;1571816927765;4;1;16222.79;9356.75;8.19;5.72
2287906;1571816927765;2;1;21555.07;9357.01;15.56;4.82
2287911;1571816927777;4;2;-5370.47;9356.96;7.72;5.52
2287912;1571816927777;4;1;16219.80;9356.96;7.72;5.52
2287913;1571816927777;2;1;21456.14;9356.82;21.04;5.67
2287914;1571816927777;4;2;-5373.47;9356.90;9.54;5.62
2287915;1571816927777;4;1;16219.80;9356.90;9.54;5.62
2287916;1571816927777;2;1;21459.14;9356.80;20.58;5.70
2287920;1571816927789;4;2;-5382.46;9356.82;4.23;5.62
2287921;1571816927789;4;1;16225.79;9356.82;4.23;5.62
2287922;1571816927789;4;3;-19384.58;9356.82;4.23;5.62
2287931;1571816927789;4;2;-5376.47;9356.91;6.60;5.58
2287932;1571816927789;4;1;16228.79;9356.91;6.60;5.58
2287933;1571816927789;4;3;-19384.58;9356.91;6.60;5.58
2287938;1571816927801;4;1;16276.76;9356.99;5.93;5.36
2287940;1571816927801;4;1;16306.74;9356.96;3.52;5.25
2287941;1571816927813;4;1;16243.78;9356.94;5.67;5.51
2287942;1571816927813;4;3;-20991.46;9356.94;5.67;5.51
2287948;1571816927813;4;1;16267.76;9356.98;4.19;5.35
2287949;1571816927813;4;3;-20838.57;9356.98;4.19;5.35
2287951;1571816927825;4;1;16510.59;9356.94;2.75;4.52
2287953;1571816927825;4;1;16549.57;9356.99;1.97;4.26
2287960;1571816927861;4;2;-5361.48;9356.97;5.31;5.40
2287961;1571816927861;4;1;16195.81;9356.97;5.31;5.40
2287962;1571816927861;2;1;21423.17;9356.96;18.99;5.39
2287970;1571816927861;4;2;-5367.47;9356.88;6.60;5.63
2287971;1571816927861;4;1;16186.82;9356.88;6.60;5.63
2287972;1571816927861;2;1;21420.17;9356.94;18.51;5.38
2287976;1571816927873;4;2;-5364.48;9356.93;4.91;5.37
2287977;1571816927873;4;1;16225.79;9356.93;4.91;5.37
2287978;1571816927873;2;1;21456.14;9356.94;26.57;5.52
2287988;1571816927873;4;2;-5361.48;9356.96;5.93;5.45
2287989;1571816927873;4;1;16222.79;9356.96;5.93;5.45
2287990;1571816927873;2;1;21450.15;9356.93;26.41;5.52
2287994;1571816927885;4;2;-5373.47;9356.88;8.65;5.63
2287995;1571816927885;4;1;16213.80;9356.88;8.65;5.63
2287996;1571816927885;2;1;21453.14;9356.89;22.33;5.62
2288002;1571816927885;4;2;-5373.47;9356.88;9.02;5.66
2288003;1571816927885;4;1;16219.80;9356.88;9.02;5.66
2288004;1571816927885;2;1;21459.14;9356.91;21.44;5.58
2288005;1571816927897;4;1;16588.54;9357.00;0.81;4.09
2288013;1571816927897;4;1;16657.49;9356.99;0.33;3.67
2288016;1571816927909;4;1;16255.77;9356.98;4.61;5.20
2288017;1571816927909;4;3;-20844.57;9356.98;4.61;5.20
2288023;1571816927909;4;1;16327.72;9357.02;2.01;4.93
2288024;1571816927909;4;3;-20763.62;9357.02;2.01;4.93
2288027;1571816927921;4;1;16333.72;9357.03;2.11;4.94
2288028;1571816927921;4;1;16444.64;9357.00;1.27;3.43
2288029;1571816927921;4;3;-21474.13;9357.00;1.27;3.43
2288036;1571816927969;4;2;-5355.48;9357.00;1.56;5.04
2288037;1571816927969;4;1;16231.79;9357.00;1.56;5.04
