id;Time;Post1;Post2;Difference;Frequency;Amplitude;Duration
2150441;1571816587861;2;1;26924.75;9356.82;26.56;5.50
2150446;1571816587861;4;2;-8363.30;9356.69;7.65;5.68
2150447;1571816587861;4;1;18560.15;9356.69;7.65;5.68
2150448;1571816587861;2;1;26927.75;9356.82;25.51;5.50
2150450;1571816587873;4;2;-8363.30;9356.65;9.14;5.72
2150451;1571816587873;4;1;18536.16;9356.65;9.14;5.72
2150452;1571816587873;2;1;26903.77;9356.78;22.78;5.61
2150454;1571816587873;4;2;-8369.30;9356.72;9.31;5.70
2150455;1571816587873;4;1;18533.17;9356.72;9.31;5.70
2150456;1571816587873;2;1;26906.76;9356.79;21.40;5.56
2150485;1571816587945;4;1;18557.15;9356.72;8.50;5.70
2150491;1571816587945;4;2;-8549.18;9356.71;7.68;5.71
2150492;1571816587945;4;1;18560.15;9356.71;7.68;5.71
2150493;1571816587945;2;1;27113.62;9356.90;0.33;4.46
2150495;1571816587957;4;2;-8360.31;9356.84;6.91;5.57
2150496;1571816587957;4;1;18560.15;9356.84;6.91;5.57
2150497;1571816587957;2;1;26924.75;9356.82;20.34;5.58
2150501;1571816587957;4;2;-8357.31;9356.82;6.11;5.53
2150502;1571816587957;4;1;18566.14;9356.82;6.11;5.53
2150503;1571816587957;2;1;26927.75;9356.85;20.66;5.51
2150510;1571816587969;4;2;-8363.30;9356.87;6.02;5.60
2150511;1571816587969;4;1;18554.15;9356.87;6.02;5.60
2150512;1571816587969;2;1;26921.75;9356.87;21.61;5.52
2150513;1571816587969;4;2;-8354.31;9356.76;5.03;5.57
2150514;1571816587969;4;1;18563.15;9356.76;5.03;5.57
2150515;1571816587969;2;1;26921.75;9356.86;22.96;5.55
2150568;1571816588041;4;2;-8348.31;9356.90;1.29;5.07
2150569;1571816588041;4;1;18587.13;9356.90;1.29;5.07
2150570;1571816588041;2;1;26939.74;9356.90;2.87;5.28
2150572;1571816588041;4;2;-8408.27;9356.85;3.17;5.38
2150573;1571816588041;4;1;18572.14;9356.85;3.17;5.38
2150574;1571816588041;2;1;26984.71;9356.91;14.84;4.63
2150577;1571816588053;4;2;-8354.31;9356.81;7.43;5.56
2150578;1571816588053;4;1;18566.14;9356.81;7.43;5.56
2150579;1571816588053;2;1;26924.75;9356.75;24.18;5.65
2150580;1571816588053;4;2;-8354.31;9356.71;8.13;5.65
2150581;1571816588053;4;1;18566.14;9356.71;8.13;5.65
2150582;1571816588053;2;1;26924.75;9356.71;23.31;5.68
2150586;1571816588065;4;2;-8378.29;9356.74;9.82;5.65
2150587;1571816588065;4;1;18545.16;9356.74;9.82;5.65
2150588;1571816588065;2;1;26927.75;9356.87;16.81;5.24
2150590;1571816588065;4;2;-8378.29;9356.76;8.71;5.60
2150591;1571816588065;4;1;17630.79;9356.76;8.71;5.60
2150592;1571816588065;2;1;26013.38;9356.85;16.68;5.40
2150640;1571816588137;4;1;18563.15;9356.82;2.92;5.32
2150641;1571816588137;4;1;18566.14;9356.86;4.30;5.30
2150644;1571816588149;4;2;-8360.31;9356.84;6.91;5.36
2150645;1571816588149;4;1;18551.15;9356.84;6.91;5.36
2150646;1571816588149;2;1;26915.76;9356.74;20.10;5.52
2150651;1571816588149;4;2;-8360.31;9356.76;6.76;5.60
2150652;1571816588149;4;1;18563.15;9356.76;6.76;5.60
2150653;1571816588149;2;1;26927.75;9356.77;18.94;5.54
2150660;1571816588161;4;1;18542.16;9356.86;3.58;5.49
2150715;1571816588233;4;1;18608.11;9356.92;1.44;4.84
2150718;1571816588233;4;1;18560.15;9356.88;3.52;5.47
2150724;1571816588245;4;2;-8339.32;9356.87;4.44;5.26
2150725;1571816588245;4;1;18590.13;9356.87;4.44;5.26
2150726;1571816588245;2;1;26933.75;9356.84;19.92;5.47
2150729;1571816588245;4;2;-8282.36;9356.87;2.24;4.95
2150730;1571816588245;4;1;18641.09;9356.87;2.24;4.95
2150731;1571816588245;2;1;26927.75;9356.84;18.65;5.45
2150732;1571816588257;4;2;-8363.30;9356.84;1.84;5.37
2150733;1571816588257;4;3;-7851.56;9356.84;1.84;5.37
2150734;1571816588257;2;3;529.56;9356.85;16.31;5.36
2150738;1571816588257;4;2;-8354.31;9356.88;2.24;5.22
2150739;1571816588257;4;1;18341.30;9356.88;2.24;5.22
2150740;1571816588257;4;3;-7914.52;9356.88;2.24;5.22
2150766;1571816588353;4;3;-7467.83;9356.85;0.33;2.64
2150767;1571816588353;4;2;-8381.29;9356.93;2.24;4.95
2150801;1571816588437;4;1;18515.18;9356.88;1.12;4.98
2150805;1571816588437;4;1;18620.11;9356.91;0.66;4.91
2150893;1571816588629;2;1;26954.73;9356.86;15.51;5.19
2150944;1571816588725;4;2;-8195.42;9356.86;0.50;4.26
2150945;1571816588725;4;1;18734.03;9356.86;0.50;4.26
2150946;1571816588725;2;1;26933.75;9356.85;19.57;5.40
2150955;1571816588725;4;2;-7949.59;9356.87;0.17;2.15
2150956;1571816588725;4;1;18976.86;9356.87;0.17;2.15
2150957;1571816588725;2;1;26930.75;9356.71;17.50;5.48
2150958;1571816588737;2;1;26571.00;9356.88;14.21;4.35
2151010;1571816588821;2;1;26939.74;9356.88;15.56;5.21
2151014;1571816588821;2;1;26954.73;9356.88;14.93;5.20
2151018;1571816588833;4;1;18569.14;9356.84;2.11;5.30
2151021;1571816588833;4;1;18563.15;9356.90;2.50;4.96
2151049;1571816588917;4;1;18563.15;9356.88;1.41;5.00
2151081;1571816589013;4;1;18569.14;9356.87;3.46;5.29
2151088;1571816589013;4;1;18572.14;9356.86;3.58;5.20
2151280;1571816589385;4;1;18521.17;9356.81;3.86;5.51
2151281;1571816589385;4;1;18560.15;9356.81;3.86;5.40
2151284;1571816589397;4;2;-8507.20;9356.88;3.46;5.37
2151285;1571816589397;4;1;18569.14;9356.88;3.46;5.37
2151286;1571816589397;2;1;27080.64;9356.90;14.53;4.04
2151297;1571816589397;4;2;-8489.22;9356.91;3.35;5.33
2151298;1571816589397;4;1;18563.15;9356.91;3.35;5.33
2151299;1571816589397;2;1;27056.66;9356.88;14.68;4.62
2151401;1571816589577;4;1;18575.14;9356.83;2.92;5.22
2151402;1571816589577;4;1;18578.14;9356.88;2.67;5.26
2151403;1571816589589;4;2;-8351.31;9356.90;0.97;4.34
2151404;1571816589589;4;1;18590.13;9356.90;0.97;4.34
2151405;1571816589589;2;1;26945.74;9356.91;16.10;5.29
2151406;1571816589589;4;2;-8297.35;9356.87;0.97;4.73
2151407;1571816589589;4;1;18644.09;9356.87;0.97;4.73
2151408;1571816589589;2;1;26945.74;9356.89;16.10;5.16
2151411;1571816589601;4;1;18347.30;9356.86;2.11;5.14
2151415;1571816589601;4;1;18170.42;9356.88;2.11;5.09
2151440;1571816589685;2;1;26930.75;9356.71;19.75;5.63
2151442;1571816589685;2;1;26927.75;9356.80;20.10;5.49
2151471;1571816589781;4;1;18188.41;9356.80;0.17;3.31
2151612;1571816589985;2;3;454.61;9356.86;16.44;5.30
2151613;1571816589985;2;3;667.47;9356.88;14.93;4.93
2151670;1571816590069;4;2;-8348.31;9356.67;4.74;5.56
2151671;1571816590069;4;1;18395.26;9356.67;4.74;5.56
2151672;1571816590069;2;1;26747.87;9356.77;21.26;5.58
2151674;1571816590069;4;2;-8348.31;9356.78;5.94;5.55
2151675;1571816590069;4;1;18383.27;9356.78;5.94;5.55
2151676;1571816590069;2;1;26735.88;9356.71;21.11;5.66
2151681;1571816590081;4;2;-8902.93;9356.84;3.12;5.30
2151744;1571816590165;4;1;18578.14;9356.83;5.22;5.36
2151745;1571816590165;4;2;-8348.31;9356.79;4.93;5.48
2151746;1571816590165;4;1;18569.14;9356.79;4.93;5.48
2151747;1571816590165;2;1;26921.75;9356.64;18.25;5.58
2151750;1571816590177;4;2;-8357.31;9356.78;5.67;5.55
2151751;1571816590177;4;2;-8354.31;9356.75;4.64;5.46
2151781;1571816590249;4;1;18563.15;9356.62;9.48;5.70
2151784;1571816590249;4;2;-8678.09;9356.64;10.42;5.74
2151785;1571816590249;4;1;18566.14;9356.64;10.42;5.74
2151786;1571816590249;2;1;27248.53;9356.88;0.97;3.84
2151787;1571816590261;4;2;-8351.31;9356.86;12.08;5.48
2151788;1571816590261;4;1;18572.14;9356.86;12.08;5.48
2151789;1571816590261;2;1;26927.75;9356.74;23.64;5.65
2151791;1571816590261;4;2;-8345.32;9356.83;11.14;5.42
2151792;1571816590261;4;1;18575.14;9356.83;11.14;5.42
2151793;1571816590261;2;1;26924.75;9356.71;24.07;5.67
2151797;1571816590273;4;2;-8357.31;9356.78;10.15;5.66
2151798;1571816590273;4;1;18452.22;9356.78;10.15;5.66
2151799;1571816590273;2;1;26813.83;9356.66;22.53;5.71
2151804;1571816590273;4;2;-8354.31;9356.88;5.67;5.41
2151805;1571816590273;4;1;18539.16;9356.88;5.67;5.41
2151806;1571816590273;2;1;26897.77;9356.82;21.82;5.57
2151869;1571816590345;4;1;18566.14;9356.61;7.60;5.76
2151870;1571816590345;4;1;18563.15;9356.57;9.19;5.79
2151871;1571816590357;4;2;-8360.31;9356.72;9.49;5.69
2151872;1571816590357;4;1;18569.14;9356.72;9.49;5.69
2151873;1571816590357;2;1;26933.75;9356.72;18.14;5.67
2151875;1571816590357;4;2;-8357.31;9356.64;9.93;5.75
2151876;1571816590357;4;1;18575.14;9356.64;9.93;5.75
2151877;1571816590357;2;1;26936.74;9356.84;19.66;5.59
2151880;1571816590369;4;2;-8354.31;9356.86;12.21;5.45
2151881;1571816590369;4;3;-7746.64;9356.86;12.21;5.45
2151882;1571816590369;2;3;625.50;9356.83;21.40;5.55
2151887;1571816590369;4;2;-8348.31;9356.87;11.91;5.44
2151888;1571816590369;4;3;-7758.63;9356.87;11.91;5.44
2151889;1571816590369;2;3;607.51;9356.76;22.90;5.67
2151916;1571816590429;2;3;-3733.49;9356.87;14.27;1.44
2151925;1571816590441;4;2;-8351.31;9356.80;11.36;5.39
2151926;1571816590441;4;1;18578.14;9356.80;11.36;5.39
2151927;1571816590441;2;1;26933.75;9356.83;17.83;5.25
2151929;1571816590441;4;2;-8360.31;9356.53;10.32;5.80
2151930;1571816590441;4;1;18560.15;9356.53;10.32;5.80
2151931;1571816590441;2;1;26924.75;9356.83;17.16;5.43
2151935;1571816590453;4;2;-8354.31;9356.59;8.52;5.77
2151936;1571816590453;4;1;18569.14;9356.59;8.52;5.77
2151937;1571816590453;2;1;26927.75;9356.76;26.95;5.61
2151943;1571816590453;4;2;-8354.31;9356.68;8.71;5.69
2151944;1571816590453;4;1;18569.14;9356.68;8.71;5.69
2151945;1571816590453;2;1;26927.75;9356.76;26.40;5.58
2151946;1571816590465;4;2;-8348.31;9356.78;11.96;5.55
2151947;1571816590465;4;1;18569.14;9356.78;11.96;5.55
2151948;1571816590465;4;3;-7746.64;9356.78;11.96;5.55
2151949;1571816590465;4;2;-8351.31;9356.81;12.89;5.52
2151950;1571816590465;4;1;18572.14;9356.81;12.89;5.52
2151951;1571816590465;4;3;-7746.64;9356.81;12.89;5.52
2151994;1571816590537;4;2;-8357.31;9356.79;13.48;5.64
2151995;1571816590537;4;1;18566.14;9356.79;13.48;5.64
2151996;1571816590537;2;1;26927.75;9356.79;19.66;5.59
2151998;1571816590537;4;2;-8351.31;9356.76;13.48;5.63
2151999;1571816590537;4;1;18566.14;9356.76;13.48;5.63
2152000;1571816590537;2;1;26921.75;9356.89;20.13;5.39
2152002;1571816590549;4;2;-8345.32;9356.82;12.33;5.58
2152003;1571816590549;4;1;18575.14;9356.82;12.33;5.58
2152004;1571816590549;2;1;26924.75;9356.73;28.89;5.68
2152005;1571816590549;4;2;-8345.32;9356.85;12.66;5.51
2152006;1571816590549;4;1;18575.14;9356.85;12.66;5.51
2152007;1571816590549;2;1;26924.75;9356.74;28.77;5.68
2152015;1571816590561;4;2;-8360.31;9356.75;15.59;5.69
2152016;1571816590561;4;1;18572.14;9356.75;15.59;5.69
2152017;1571816590561;4;3;-7752.63;9356.75;15.59;5.69
2152021;1571816590561;4;2;-8363.30;9356.70;16.06;5.71
2152022;1571816590561;4;1;18572.14;9356.70;16.06;5.71
2152023;1571816590561;4;3;-7746.64;9356.70;16.06;5.71
2152024;1571816590573;4;1;18497.19;9356.83;7.43;5.52
2152025;1571816590573;4;3;-7941.50;9356.83;7.43;5.52
2152030;1571816590573;4;1;18545.16;9356.85;7.36;5.52
2152055;1571816590621;4;2;-8630.12;9356.90;1.56;4.55
2152056;1571816590621;4;1;18698.05;9356.90;1.56;4.55
2152057;1571816590621;2;1;27332.47;9356.84;15.73;4.48
2152065;1571816590621;4;2;-8681.08;9356.88;3.23;5.34
2152066;1571816590621;4;1;18608.11;9356.88;3.23;5.34
2152067;1571816590621;2;1;27293.50;9356.85;18.51;4.71
2152068;1571816590633;4;1;18569.14;9356.77;14.62;5.62
2152069;1571816590633;4;2;-8375.30;9356.68;15.53;5.72
2152070;1571816590633;4;1;18572.14;9356.68;15.53;5.72
2152071;1571816590633;2;1;26951.73;9356.88;1.84;5.10
2152073;1571816590645;4;2;-8351.31;9356.79;14.57;5.57
2152075;1571816590645;4;2;-8348.31;9356.81;13.88;5.58
2152076;1571816590645;4;1;18578.14;9356.81;13.88;5.58
2152077;1571816590645;2;1;26930.75;9356.75;29.78;5.66
2152082;1571816590657;4;2;-8354.31;9356.82;10.95;5.38
2152083;1571816590657;4;1;18575.14;9356.82;10.95;5.38
2152084;1571816590657;2;1;26933.75;9356.82;32.43;5.51
2152091;1571816590657;4;2;-8351.31;9356.86;4.12;5.27
2152092;1571816590657;4;1;18581.13;9356.86;4.12;5.27
2152093;1571816590657;2;1;26936.74;9356.81;32.24;5.52
2152100;1571816590669;2;1;26957.73;9356.87;15.37;5.08
2152104;1571816590669;4;2;-8345.32;9356.86;3.91;5.35
2152105;1571816590669;4;1;18590.13;9356.86;3.91;5.35
2152106;1571816590669;2;1;26939.74;9356.88;14.62;5.25
2152119;1571816590693;4;1;18470.21;9356.87;5.03;5.31
2152121;1571816590693;4;1;18371.28;9356.81;4.33;5.32
2152130;1571816590705;4;2;-8087.50;9356.91;2.11;4.39
2152134;1571816590705;4;2;-8048.52;9356.94;2.50;4.32
2152138;1571816590717;4;2;-5332.40;9356.91;1.56;2.72
2152139;1571816590717;4;1;21600.04;9356.91;1.56;2.72
2152140;1571816590717;2;1;26936.74;9356.80;5.22;5.54
2152141;1571816590717;4;2;-5095.57;9356.85;0.50;1.80
2152142;1571816590717;4;1;21836.88;9356.85;0.50;1.80
2152143;1571816590717;2;1;26936.74;9356.87;4.02;5.43
2152144;1571816590729;4;2;-8342.32;9356.84;18.83;5.56
2152145;1571816590729;4;1;18569.14;9356.84;18.83;5.56
2152146;1571816590729;2;1;26915.76;9356.75;22.28;5.66
2152148;1571816590729;4;2;-8354.31;9356.82;19.26;5.60
2152149;1571816590729;4;1;18569.14;9356.82;19.26;5.60
2152150;1571816590729;2;1;26927.75;9356.78;18.65;5.56
2152153;1571816590741;4;2;-8357.31;9356.67;15.53;5.72
2152154;1571816590741;4;1;18578.14;9356.67;15.53;5.72
2152155;1571816590741;2;1;26939.74;9356.84;32.16;5.48
2152157;1571816590741;4;2;-8351.31;9356.75;14.44;5.65
2152158;1571816590741;4;1;18575.14;9356.75;14.44;5.65
2152159;1571816590741;2;1;26930.75;9356.79;34.70;5.62
2152160;1571816590753;4;2;-8360.31;9356.76;14.60;5.64
2152161;1571816590753;4;1;18560.15;9356.76;14.60;5.64
2152162;1571816590753;2;1;26924.75;9356.80;33.23;5.58
2152163;1571816590753;4;2;-8357.31;9356.81;13.08;5.61
2152164;1571816590753;4;1;18563.15;9356.81;13.08;5.61
2152165;1571816590753;2;1;26924.75;9356.80;33.88;5.61
2152166;1571816590765;2;1;26936.74;9356.88;18.55;5.22
2152174;1571816590765;2;1;26942.74;9356.90;16.61;5.12
2152201;1571816590825;4;1;18575.14;9356.87;6.61;5.46
2152204;1571816590825;4;2;-8342.32;9356.87;3.41;5.23
2152205;1571816590825;4;1;18593.12;9356.87;3.41;5.23
2152206;1571816590825;2;1;26939.74;9356.89;1.56;5.09
2152211;1571816590837;4;2;-8342.32;9356.88;5.03;5.45
2152212;1571816590837;4;1;18575.14;9356.88;5.03;5.45
2152213;1571816590837;2;1;26921.75;9356.73;24.38;5.71
2152218;1571816590837;4;2;-8345.32;9356.83;6.60;5.57
2152219;1571816590837;4;1;18578.14;9356.83;6.60;5.57
2152220;1571816590837;2;1;26927.75;9356.72;24.18;5.70
2152224;1571816590849;4;2;-8357.31;9356.83;3.12;5.38
2152225;1571816590849;4;1;18569.14;9356.83;3.12;5.38
2152226;1571816590849;2;1;26930.75;9356.89;21.08;5.51
2152229;1571816590849;4;2;-8354.31;9356.81;4.12;5.50
2152230;1571816590849;4;1;18572.14;9356.81;4.12;5.50
2152231;1571816590849;2;1;26930.75;9356.85;20.10;5.43
2152274;1571816590921;4;1;18590.13;9356.90;1.87;4.96
2152276;1571816590933;2;1;26927.75;9356.82;20.66;5.58
2152324;1571816591029;4;2;-8465.23;9356.88;2.87;5.29
2152325;1571816591029;4;1;18605.12;9356.88;2.87;5.29
2152326;1571816591029;2;1;27074.65;9356.91;14.53;4.09
2152332;1571816591029;4;1;18575.14;9356.90;2.75;5.23
2152374;1571816591137;4;2;-8192.42;9356.88;0.81;4.49
2152592;1571816591605;2;1;26945.74;9356.87;17.16;5.44
2152596;1571816591605;2;1;26933.75;9356.88;17.61;5.54
2152755;1571816591977;4;1;18575.14;9356.84;5.39;5.40
2152756;1571816591977;4;1;18575.14;9356.84;4.71;5.46
2152760;1571816591989;4;2;-8531.19;9356.88;5.22;5.40
2152761;1571816591989;4;1;18581.13;9356.88;5.22;5.40
2152762;1571816591989;2;1;27116.62;9356.89;14.37;4.51
2152766;1571816591989;4;2;-8351.31;9356.86;2.63;5.41
2152767;1571816591989;4;1;18584.13;9356.86;2.63;5.41
2152768;1571816591989;2;1;26939.74;9356.91;16.85;5.26
2152813;1571816592085;2;1;26942.74;9356.93;18.00;5.46
2152814;1571816592085;2;1;26639.95;9356.80;18.65;5.43
2152815;1571816592097;4;2;-8216.41;9356.90;0.97;4.45
2152819;1571816592097;4;2;-8366.30;9356.92;2.63;4.96
2152871;1571816592181;4;1;19009.84;9356.83;0.81;3.24
2152903;1571816592277;4;2;-8345.32;9356.91;2.24;5.19
2152904;1571816592277;4;1;18587.13;9356.91;2.24;5.19
2152905;1571816592277;2;1;26936.74;9356.82;19.48;5.53
2152914;1571816592277;4;2;-8330.33;9356.92;2.50;5.23
2152915;1571816592277;4;1;18599.12;9356.92;2.50;5.23
2152916;1571816592277;2;1;26933.75;9356.83;20.34;5.57
2152919;1571816592289;4;2;-8285.36;9356.93;1.12;4.31
2152962;1571816592373;2;1;26948.73;9356.96;15.14;4.95
2152993;1571816592469;2;1;26954.73;9356.88;15.92;5.43
2152999;1571816592469;2;1;26945.74;9356.90;16.49;5.32
2153042;1571816592553;4;1;18581.13;9356.88;5.30;5.43
2153043;1571816592553;4;1;18584.13;9356.80;4.91;5.48
2153046;1571816592565;4;1;18599.12;9356.89;3.46;5.25
2153058;1571816592565;4;1;18608.11;9356.90;2.87;5.22
2153072;1571816592577;4;1;18242.37;9356.88;3.12;5.30
2153082;1571816592577;4;1;18554.15;9356.88;2.11;5.33
2153113;1571816592649;4;1;18650.09;9356.91;1.14;4.98
2153116;1571816592661;4;2;-8315.34;9356.89;1.97;5.13
2153117;1571816592661;4;1;18617.11;9356.89;1.97;5.13
2153118;1571816592661;2;1;26936.74;9356.87;18.14;5.44
2153121;1571816592673;4;2;-8357.31;9356.87;4.23;5.28
2153122;1571816592673;4;1;18569.14;9356.87;4.23;5.28
2153123;1571816592673;2;1;26930.75;9356.89;15.70;5.29
2153128;1571816592673;4;2;-8363.30;9356.87;4.12;5.47
2153129;1571816592673;4;1;18566.14;9356.87;4.12;5.47
2153130;1571816592673;2;1;26933.75;9356.94;15.84;4.93
2153188;1571816592841;4;1;18617.11;9356.91;3.05;5.18
2153189;1571816592841;4;1;18596.12;9356.90;3.64;5.33
2153202;1571816592853;4;1;18638.09;9356.92;1.12;4.59
2153213;1571816592853;4;1;18632.10;9356.93;1.12;4.74
2153215;1571816592865;4;1;18020.52;9356.82;3.23;5.54
2153217;1571816592865;4;1;18362.28;9356.87;3.23;5.45
2153251;1571816592937;4;1;18584.13;9356.89;5.58;5.34
2153252;1571816592937;4;1;18581.13;9356.87;5.39;5.41
2153260;1571816592949;4;1;18614.11;9356.87;2.63;5.23
2153265;1571816592949;4;1;18596.12;9356.91;1.97;5.23
2153274;1571816592961;4;1;18572.14;9356.83;3.69;5.53
2153276;1571816592961;4;1;18572.14;9356.84;3.69;5.50
2153314;1571816593033;4;1;18578.14;9356.84;5.48;5.49
2153316;1571816593033;4;1;18584.13;9356.87;5.48;5.44
2153318;1571816593045;4;1;18620.11;9356.92;1.56;5.10
2153319;1571816593045;4;1;18605.12;9356.94;1.70;4.86
2153322;1571816593057;4;1;18587.13;9356.84;3.12;5.46
2153323;1571816593057;4;1;18500.19;9356.91;3.23;5.33
2153360;1571816593129;4;1;18581.13;9356.87;5.39;5.47
2153363;1571816593129;4;1;18581.13;9356.87;5.39;5.43
2153368;1571816593141;4;1;18605.12;9356.87;1.41;5.15
2153380;1571816593141;4;1;18590.13;9356.73;6.91;5.67
2153384;1571816593153;4;1;18350.29;9356.91;3.35;5.37
2153388;1571816593153;4;1;18530.17;9356.85;3.35;5.49
2153426;1571816593225;4;1;18590.13;9356.88;3.17;5.30
2153429;1571816593225;4;1;18587.13;9356.91;2.80;5.30
2153438;1571816593237;4;1;18590.13;9356.89;3.80;5.40
2153446;1571816593237;4;1;18590.13;9356.91;3.80;5.32
2153500;1571816593333;2;1;26678.92;9356.98;14.68;0.73
2153567;1571816593417;4;1;18578.14;9356.78;6.19;5.63
2153571;1571816593417;4;2;-8810.00;9356.83;6.19;5.55
2153572;1571816593417;4;1;18575.14;9356.83;6.19;5.55
2153573;1571816593417;2;1;27389.43;9356.87;0.50;2.11
2153574;1571816593429;4;2;-8333.33;9356.89;3.91;5.32
2153575;1571816593429;4;1;18596.12;9356.89;3.91;5.32
2153576;1571816593429;2;1;26933.75;9356.81;20.18;5.59
2153587;1571816593429;4;2;-8330.33;9356.88;3.35;5.42
2153588;1571816593429;4;1;18605.12;9356.88;3.35;5.42
2153589;1571816593429;2;1;26939.74;9356.85;19.92;5.53
2153597;1571816593441;4;2;-8351.31;9356.91;3.80;5.35
2153602;1571816593441;4;2;-8348.31;9356.87;3.00;5.34
2153662;1571816593513;4;1;18593.12;9356.86;2.92;5.41
2153663;1571816593513;4;1;18581.13;9356.90;4.19;5.24
2153669;1571816593525;4;2;-8429.26;9356.91;2.11;5.18
2153670;1571816593525;4;1;18620.11;9356.91;2.11;5.18
2153671;1571816593525;2;1;27053.66;9356.90;14.84;4.62
2153677;1571816593525;4;1;18620.11;9356.88;2.75;5.33
2153686;1571816593537;4;1;18362.28;9356.82;5.67;5.48
2153726;1571816593609;4;1;18596.12;9356.90;2.54;5.30
2153729;1571816593609;4;1;18596.12;9356.89;3.17;5.32
2153737;1571816593621;4;2;-8345.32;9356.91;2.75;5.02
2153738;1571816593621;4;1;18596.12;9356.91;2.75;5.02
2153739;1571816593621;2;1;26945.74;9356.87;17.04;5.40
2153786;1571816593717;4;1;18599.12;9356.91;2.24;5.11
2153793;1571816593801;4;1;18587.13;9356.93;1.87;4.92
2153794;1571816593801;4;1;18602.12;9356.89;1.44;5.27
2153798;1571816593813;4;2;-8303.35;9356.92;1.70;5.05
2153799;1571816593813;4;1;18635.10;9356.92;1.70;5.05
2153800;1571816593813;2;1;26942.74;9356.78;17.94;5.63
2153808;1571816593813;4;2;-8315.34;9356.92;1.41;5.07
2153809;1571816593813;4;1;18620.11;9356.92;1.41;5.07
2153810;1571816593813;2;1;26939.74;9356.85;18.84;5.49
2153811;1571816593825;4;2;-8351.31;9356.90;0.33;1.57
2153815;1571816593825;4;2;-8339.32;9356.89;1.12;4.73
2153836;1571816593993;4;1;18581.13;9356.88;6.02;5.41
2153838;1571816593993;4;1;18587.13;9356.85;5.20;5.44
2153842;1571816594089;4;1;18581.13;9356.84;5.20;5.36
2153843;1571816594089;4;1;18605.12;9356.95;1.29;1.66
2153921;1571816594293;4;1;18590.13;9356.95;2.50;5.16
2153929;1571816594293;4;2;-8348.31;9356.99;1.56;5.06
2153930;1571816594293;4;1;18632.10;9356.99;1.56;5.06
2153931;1571816594293;2;1;26984.71;9356.98;15.70;5.03
2153944;1571816594389;2;1;26942.74;9356.85;21.11;5.54
2153961;1571816594389;2;1;26936.74;9356.83;20.81;5.59
2153975;1571816594581;4;2;-8237.39;9356.96;0.66;4.87
2153976;1571816594581;4;1;18569.14;9356.96;0.66;4.87
2153977;1571816594581;2;1;26810.83;9356.88;17.04;5.53
2154038;1571816594857;4;1;18134.44;9356.91;1.14;5.05
2154040;1571816594869;2;1;26954.73;9356.91;15.28;5.02
2154042;1571816594869;2;1;26957.73;9356.91;15.70;4.70
2154067;1571816595049;4;1;18590.13;9356.83;6.61;5.55
2154069;1571816595049;4;2;-8462.24;9356.82;7.75;5.60
2154070;1571816595049;4;1;18587.13;9356.82;7.75;5.60
2154071;1571816595049;2;1;27053.66;9356.94;0.97;4.40
2154076;1571816595145;4;2;-8363.30;9356.88;3.97;5.35
2154077;1571816595145;4;1;18593.12;9356.88;3.97;5.35
2154078;1571816595145;2;1;26960.73;9356.96;15.28;5.01
2154079;1571816595145;4;2;-8426.26;9356.80;7.00;5.62
2154080;1571816595145;4;1;18584.13;9356.80;7.00;5.62
2154081;1571816595145;2;1;27014.69;9356.91;1.27;5.01
2154084;1571816595157;4;2;-8357.31;9356.64;9.60;5.75
2154085;1571816595157;4;1;18593.12;9356.64;9.60;5.75
2154086;1571816595157;2;1;26954.73;9356.94;14.53;4.82
2154089;1571816595157;4;2;-8366.30;9356.62;9.66;5.75
2154090;1571816595157;4;1;18599.12;9356.62;9.66;5.75
2154091;1571816595157;2;1;26969.72;9356.93;16.85;5.22
2154092;1571816595229;4;1;18593.12;9356.75;5.12;5.59
2154093;1571816595229;4;1;18590.13;9356.73;5.58;5.66
2154095;1571816595241;4;2;-8345.32;9356.78;20.88;5.64
2154096;1571816595241;4;1;18590.13;9356.78;20.88;5.64
2154097;1571816595241;2;1;26939.74;9356.83;27.13;5.55
2154098;1571816595241;4;2;-8351.31;9356.69;22.17;5.71
2154099;1571816595241;4;1;18584.13;9356.69;22.17;5.71
2154100;1571816595241;2;1;26939.74;9356.77;24.82;5.55
2154101;1571816595253;4;2;-8336.32;9356.73;21.15;5.66
2154102;1571816595253;4;1;18596.12;9356.73;21.15;5.66
2154103;1571816595253;2;1;26936.74;9356.71;28.83;5.71
2154106;1571816595253;4;2;-8342.32;9356.74;20.67;5.66
2154107;1571816595253;4;1;18593.12;9356.74;20.67;5.66
2154108;1571816595253;2;1;26939.74;9356.84;32.03;5.43
2154109;1571816595325;2;1;26975.72;9356.93;15.22;3.15
2154110;1571816595337;4;2;-8342.32;9356.64;15.68;5.74
2154111;1571816595337;4;1;18587.13;9356.64;15.68;5.74
2154112;1571816595337;2;1;26933.75;9356.74;21.88;5.67
2154115;1571816595337;4;2;-8336.32;9356.83;18.19;5.49
2154116;1571816595337;4;1;18596.12;9356.83;18.19;5.49
2154117;1571816595337;2;1;26936.74;9356.88;21.75;5.42
2154118;1571816595457;4;2;-8348.31;9356.73;15.98;5.71
2154119;1571816595457;4;1;18590.13;9356.73;15.98;5.71
2154120;1571816595457;2;1;26942.74;9356.82;25.82;5.58
2154124;1571816595457;4;2;-8345.32;9356.74;15.68;5.69
2154125;1571816595457;4;1;18581.13;9356.74;15.68;5.69
