id;PoiteId;Time;Post1;Post2;Difference;Frequency;Amplitude;Duration;Latitude;Longitude;Altitude;FilterId
3765554;2432247;1632129576335;4;2;3876.31576482165;437202.0;31.9647215825236;12.91;29.0886043826933;30.2919370846612;0.0;0
3765555;2432247;1632129576335;4;1;-5906.26010031239;437202.0;31.9647215825236;12.91;29.0886043826933;30.2919370846612;0.0;0
3765556;2432247;1632129576335;4;3;-8311.52046458441;437202.0;31.9647215825236;12.91;29.0886043826933;30.2919370846612;0.0;0
3765564;2432251;1632129576338;2;1;-9809.32048823578;435968.0;36.2455312220151;13.01;28.9780998712013;30.2374879902619;0.0;58049
3765565;2432251;1632129576338;2;3;-12270.2769811835;435968.0;36.2455312220151;13.01;28.9780998712013;30.2374879902619;0.0;58049
3765566;2432252;1632129576342;2;3;-12270.2769811835;435952.0;36.1461895824971;13.02;28.9780998712013;30.2374879902619;0.0;58049
3765567;2432252;1632129576342;2;1;-9809.32048823578;435952.0;36.1461895824971;13.02;28.9780998712013;30.2374879902619;0.0;58049
3765568;2432253;1632129576345;2;3;-12270.2769811835;435955.0;36.0489584592938;13.01;28.9102704487036;30.1986868688315;0.0;58049
3765569;2432253;1632129576345;2;1;-9815.31633628655;435955.0;36.0489584592938;13.01;28.9102704487036;30.1986868688315;0.0;58049
3765620;2432277;1632129576439;4;2;3894.30330897395;437032.0;25.1420223229943;13.12;;;;0
3765663;2432305;1632129576489;2;1;-9845.29557654039;437115.0;21.5836249209525;13.22;;;;0
3768758;2434065;1632129586111;4;1;-5981.20820094699;437161.0;20.5676218473514;13.2;;;;0
3768784;2434083;1632129586215;2;3;-12268.7780191708;437036.0;24.9811216475059;13.03;;;;58049
3768785;2434084;1632129586218;2;3;-12271.7759431962;437065.0;25.2611552381994;13.05;;;;58049
3768788;2434087;1632129586222;2;3;-12271.7759431962;437066.0;25.5750720190566;13.07;;;;58049
3768791;2434089;1632129586225;2;3;-12274.7738672216;437070.0;26.0104941650331;13.1;;;;58049
3768820;2434102;1632129586265;2;1;-9857.28727264193;437106.0;33.3334789825221;13.21;;;;0
3768843;2434114;1632129586319;2;1;-9839.29972848962;435933.0;36.1622894752217;13.02;27.8353473841092;29.5629892175437;0.0;58049
3768844;2434114;1632129586319;2;3;-12145.86313413;435933.0;36.1622894752217;13.02;27.8353473841092;29.5629892175437;0.0;58049
3768847;2434116;1632129586326;2;3;-12151.8589821808;435926.0;36.1397412602722;13.02;27.3929529833005;29.3138330946133;0.0;58049
3768848;2434116;1632129586326;2;1;-9848.29350056577;435926.0;36.1397412602722;13.02;27.3929529833005;29.3138330946133;0.0;58049
3768849;2434117;1632129586329;2;1;-9842.29765251501;435911.0;36.1365153030808;13.01;27.7145323524873;29.4949968198891;0.0;58049
3768850;2434117;1632129586329;2;3;-12148.8610581554;435911.0;36.1365153030808;13.01;27.7145323524873;29.4949968198891;0.0;58049
